personnel_id,service_number,name,rank,is_jawan_rank,unit_id,region_type,posting_type,date_of_birth,date_of_joining,years_of_service,current_posting_start_date,family_separated,unit_operational_tempo,exposure_propensity,benign_profile
P00564,23796828,Personnel 0564,Assistant Sub-Inspector,True,U015,insurgency_affected,hard_area,1998-06-15,2022-08-14,4.05,2025-11-11,True,0.8363,0.4154,
P00565,75930885,Personnel 0565,Constable,True,U016,border,hard_area,1994-08-31,2021-06-16,5.21,2023-12-18,False,0.7134,0.7023,
P00566,28958389,Personnel 0566,Constable,True,U010,insurgency_affected,hard_area,1977-01-05,1998-01-07,28.65,2026-06-06,False,0.8355,0.5806,
P00567,43925826,Personnel 0567,Constable,True,U006,border,field,2001-09-23,2025-05-22,1.28,2025-11-21,False,0.6739,0.4207,planned_surge
P00568,27609181,Personnel 0568,Constable,True,U011,border,hard_area,2000-05-16,2021-12-13,4.72,2025-04-17,True,0.6385,0.5046,
P00569,39338311,Personnel 0569,Deputy Commandant,False,U013,border,hard_area,1975-08-29,1998-12-04,27.74,2025-06-02,False,0.5538,0.5166,
P00570,69284802,Personnel 0570,Constable,True,U007,training,static_station,1990-06-19,2015-12-08,10.73,2023-09-25,True,0.2532,0.3478,
P00571,16157299,Personnel 0571,Constable,True,U015,insurgency_affected,hard_area,1995-03-25,2020-10-02,5.91,2025-01-03,True,0.8363,0.585,
P00572,62372719,Personnel 0572,Constable,True,U002,insurgency_affected,hard_area,1994-03-31,2019-11-10,6.81,2025-08-08,True,0.782,0.3717,
P00573,57558360,Personnel 0573,Head Constable,True,U011,border,field,1997-08-17,2021-10-05,4.9,2023-07-01,True,0.6385,0.4768,
P00574,43140669,Personnel 0574,Commandant,False,U007,training,static_station,1984-04-09,2010-12-26,15.68,2025-04-25,False,0.2532,0.691,
P00575,20828678,Personnel 0575,Constable,True,U012,insurgency_affected,hard_area,2000-03-21,2024-08-03,2.08,2026-04-04,True,0.7195,0.3609,
P00576,84486438,Personnel 0576,Constable,True,U015,insurgency_affected,hard_area,2000-11-14,2024-05-10,2.31,2024-06-10,False,0.8363,0.3665,
P00577,87510480,Personnel 0577,Head Constable,True,U015,insurgency_affected,hard_area,1999-05-03,2025-06-24,1.19,2025-10-10,True,0.8363,0.4744,
P00578,56180934,Personnel 0578,Constable,True,U011,border,field,1992-04-15,2018-09-08,7.98,2024-12-18,False,0.6385,0.6111,
P00579,86561349,Personnel 0579,Head Constable,True,U014,urban_static,field,1996-04-21,2017-05-24,9.27,2023-07-23,False,0.3566,0.6702,
P00580,29278537,Personnel 0580,Constable,True,U012,insurgency_affected,hard_area,1997-09-07,2020-09-21,5.94,2023-10-29,True,0.7195,0.5813,training_cadre
P00581,48397867,Personnel 0581,Constable,True,U001,urban_static,field,1996-07-28,2021-06-30,5.17,2026-06-29,True,0.5535,0.5713,
P00582,32115729,Personnel 0582,Constable,True,U010,insurgency_affected,hard_area,1993-03-14,2014-08-25,12.02,2024-01-11,True,0.8355,0.2449,
P00583,14031791,Personnel 0583,Assistant Commandant,False,U001,urban_static,static_station,2000-11-27,2025-03-01,1.5,2026-07-30,False,0.5535,0.5788,
P00584,97847810,Personnel 0584,Head Constable,True,U008,border,field,1998-09-22,2023-02-15,3.54,2024-06-02,False,0.5738,0.665,
P00585,31179025,Personnel 0585,Head Constable,True,U016,border,field,1994-05-09,2018-05-18,8.29,2025-12-18,True,0.7134,0.1524,
P00586,91887990,Personnel 0586,Commandant,False,U010,insurgency_affected,static_station,1990-01-10,2015-06-18,11.2,2025-07-07,False,0.8355,0.4983,
P00587,15639837,Personnel 0587,Constable,True,U003,urban_static,static_station,1991-01-29,2012-08-03,14.08,2026-01-15,False,0.3722,0.6395,
P00588,99032548,Personnel 0588,Constable,True,U006,border,field,1996-02-07,2017-09-04,8.99,2025-08-29,False,0.6739,0.5644,
P00589,11949118,Personnel 0589,Commandant,False,U004,urban_static,static_station,1994-05-15,2019-06-17,7.21,2026-01-04,False,0.4395,0.4515,
P00590,83771904,Personnel 0590,Head Constable,True,U013,border,field,1994-10-15,2016-05-22,10.28,2025-02-12,True,0.5538,0.2947,
P00591,47394118,Personnel 0591,Assistant Sub-Inspector,True,U013,border,static_station,1997-05-25,2020-03-26,6.43,2025-12-20,False,0.5538,0.658,
P00592,83151011,Personnel 0592,Head Constable,True,U010,insurgency_affected,hard_area,1992-02-21,2017-01-10,9.64,2025-07-21,True,0.8355,0.6331,
P00593,85724341,Personnel 0593,Constable,True,U005,border,field,1996-09-14,2018-04-08,8.4,2024-05-14,False,0.7572,0.3444,
P00594,49107417,Personnel 0594,Head Constable,True,U007,training,field,1990-03-04,2015-04-04,11.41,2025-10-27,True,0.2532,0.2307,
P00595,19584274,Personnel 0595,Assistant Sub-Inspector,True,U004,urban_static,static_station,2001-05-21,2023-12-22,2.69,2025-03-02,False,0.4395,0.2759,
P00596,89763675,Personnel 0596,Assistant Sub-Inspector,True,U009,training,static_station,1995-10-05,2019-06-22,7.19,2026-02-05,False,0.3855,0.5301,
P00597,48745011,Personnel 0597,Sub-Inspector,False,U014,urban_static,field,1995-03-14,2017-02-24,9.52,2024-09-16,False,0.3566,0.5159,
P00598,36005229,Personnel 0598,Assistant Sub-Inspector,True,U001,urban_static,field,1993-05-25,2015-06-06,11.24,2025-12-01,False,0.5535,0.2696,
P00599,60448302,Personnel 0599,Constable,True,U012,insurgency_affected,hard_area,1999-02-05,2021-08-11,5.06,2025-05-03,False,0.7195,0.1939,
P00600,40054839,Personnel 0600,Sub-Inspector,False,U009,training,field,1998-12-25,2021-04-24,5.35,2025-07-02,False,0.3855,0.5413,
P00601,61542443,Personnel 0601,Sub-Inspector,False,U003,urban_static,static_station,1993-04-21,2019-04-20,7.37,2024-11-25,False,0.3722,0.6421,
P00602,33931069,Personnel 0602,Constable,True,U014,urban_static,static_station,1999-12-02,2025-05-10,1.31,2025-06-09,False,0.3566,0.4026,planned_surge
P00603,61807713,Personnel 0603,Inspector,False,U013,border,hard_area,1980-08-05,2003-10-21,22.86,2025-10-30,False,0.5538,0.6671,
P00604,34522848,Personnel 0604,Assistant Sub-Inspector,True,U006,border,hard_area,1992-08-18,2019-01-01,7.66,2025-10-05,True,0.6739,0.425,
P00605,41910078,Personnel 0605,Inspector,False,U005,border,field,1989-07-24,2012-02-04,14.57,2025-05-06,False,0.7572,0.6814,
P00606,52910302,Personnel 0606,Head Constable,True,U014,urban_static,static_station,1996-04-25,2021-03-05,5.49,2025-05-26,False,0.3566,0.3552,
P00607,99702785,Personnel 0607,Constable,True,U005,border,field,1995-10-24,2019-08-23,7.02,2023-05-28,False,0.7572,0.3972,
P00608,49842826,Personnel 0608,Constable,True,U009,training,hard_area,1995-05-13,2018-02-08,8.56,2025-02-22,False,0.3855,0.9078,
P00609,51288134,Personnel 0609,Constable,True,U003,urban_static,static_station,1988-10-08,2010-08-27,16.01,2026-01-15,False,0.3722,0.5536,
P00610,27865633,Personnel 0610,Sub-Inspector,False,U009,training,static_station,2000-12-29,2024-08-21,2.03,2024-09-20,True,0.3855,0.6423,
P00611,61399448,Personnel 0611,Assistant Sub-Inspector,True,U005,border,hard_area,1993-08-03,2015-06-19,11.2,2023-01-10,True,0.7572,0.2597,
P00612,85228763,Personnel 0612,Constable,True,U012,insurgency_affected,field,1985-10-13,2011-12-25,14.69,2026-02-24,False,0.7195,0.6715,
P00613,71905445,Personnel 0613,Sub-Inspector,False,U014,urban_static,static_station,1997-07-28,2021-10-19,4.87,2026-07-29,True,0.3566,0.6437,
P00614,92223979,Personnel 0614,Head Constable,True,U006,border,hard_area,2000-09-23,2022-07-24,4.11,2025-10-27,True,0.6739,0.6644,
P00615,78568042,Personnel 0615,Constable,True,U001,urban_static,field,1995-05-12,2017-11-17,8.79,2024-03-24,False,0.5535,0.4033,
P00616,31512809,Personnel 0616,Head Constable,True,U006,border,field,1996-01-08,2017-03-05,9.49,2025-08-23,False,0.6739,0.3782,
P00617,56604975,Personnel 0617,Head Constable,True,U009,training,field,1996-07-30,2020-07-10,6.14,2024-03-14,False,0.3855,0.4419,
P00618,51609547,Personnel 0618,Assistant Sub-Inspector,True,U008,border,field,2000-11-18,2023-10-16,2.88,2024-01-11,True,0.5738,0.3262,
P00619,90771812,Personnel 0619,Assistant Sub-Inspector,True,U014,urban_static,static_station,1998-01-18,2024-10-04,1.91,2024-11-03,False,0.3566,0.542,
P00620,73415840,Personnel 0620,Head Constable,True,U002,insurgency_affected,hard_area,1993-03-24,2018-04-15,8.38,2025-10-11,False,0.782,0.2682,
P00621,67407640,Personnel 0621,Constable,True,U001,urban_static,hard_area,1997-06-11,2019-02-07,7.56,2025-07-10,True,0.5535,0.2993,
P00622,33386429,Personnel 0622,Head Constable,True,U007,training,static_station,1999-11-27,2024-07-04,2.16,2024-10-26,False,0.2532,0.667,
P00623,74734182,Personnel 0623,Assistant Sub-Inspector,True,U008,border,field,2002-11-12,2025-05-16,1.29,2025-06-15,True,0.5738,0.02,
P00624,81104690,Personnel 0624,Head Constable,True,U001,urban_static,static_station,1997-07-30,2024-02-17,2.54,2024-03-18,False,0.5535,0.646,
P00625,17402877,Personnel 0625,Commandant,False,U002,insurgency_affected,hard_area,2000-08-27,2022-05-13,4.3,2025-09-04,False,0.782,0.3271,recent_return
P00626,65260384,Personnel 0626,Head Constable,True,U004,urban_static,static_station,1999-01-04,2023-02-02,3.58,2025-09-24,False,0.4395,0.7692,
P00627,16066137,Personnel 0627,Constable,True,U010,insurgency_affected,hard_area,1999-05-12,2020-10-18,5.87,2024-12-31,True,0.8355,0.5062,
P00628,16407464,Personnel 0628,Constable,True,U008,border,hard_area,1978-04-16,2001-07-27,25.1,2025-07-17,True,0.5738,0.4461,
P00629,91129132,Personnel 0629,Constable,True,U002,insurgency_affected,field,2001-08-18,2024-10-02,1.91,2025-10-16,True,0.782,0.8254,
P00630,30486526,Personnel 0630,Sub-Inspector,False,U003,urban_static,static_station,1990-03-08,2014-07-18,12.12,2025-11-29,False,0.3722,0.8481,
P00631,76315132,Personnel 0631,Inspector,False,U002,insurgency_affected,hard_area,1987-09-21,2012-07-05,14.16,2023-12-20,True,0.782,0.3202,
P00632,56625785,Personnel 0632,Head Constable,True,U008,border,static_station,1981-08-09,2005-02-05,21.57,2023-10-14,True,0.5738,0.4112,
P00633,93740808,Personnel 0633,Constable,True,U001,urban_static,static_station,1989-11-14,2015-12-02,10.75,2024-07-19,False,0.5535,0.4953,
P00634,95535432,Personnel 0634,Constable,True,U009,training,static_station,1990-06-11,2012-05-07,14.32,2024-07-08,False,0.3855,0.6775,planned_surge
P00635,15667378,Personnel 0635,Constable,True,U012,insurgency_affected,field,2001-09-24,2023-07-27,3.1,2026-06-25,False,0.7195,0.4492,
P00636,17923189,Personnel 0636,Constable,True,U007,training,static_station,1985-06-14,2011-09-12,14.97,2025-09-21,False,0.2532,0.573,
P00637,39783819,Personnel 0637,Constable,True,U008,border,field,1997-12-15,2021-12-18,4.7,2025-10-23,False,0.5738,0.3491,
P00638,73514798,Personnel 0638,Constable,True,U007,training,field,1996-08-21,2019-10-03,6.91,2026-06-08,False,0.2532,0.4687,
P00639,44752985,Personnel 0639,Constable,True,U012,insurgency_affected,hard_area,2001-01-25,2023-11-10,2.81,2025-06-01,True,0.7195,0.5573,
P00640,85003476,Personnel 0640,Constable,True,U004,urban_static,static_station,1997-03-02,2022-12-19,3.7,2024-09-14,False,0.4395,0.8082,course_attendee
P00641,68889308,Personnel 0641,Constable,True,U006,border,hard_area,1999-07-02,2021-11-18,4.79,2025-01-03,True,0.6739,0.2949,
P00642,82083042,Personnel 0642,Assistant Sub-Inspector,True,U007,training,static_station,1995-01-05,2021-07-31,5.09,2026-02-02,False,0.2532,0.5202,
P00643,57658307,Personnel 0643,Head Constable,True,U015,insurgency_affected,hard_area,2000-04-20,2022-12-31,3.67,2023-12-10,True,0.8363,0.4746,
P00644,76929133,Personnel 0644,Constable,True,U003,urban_static,static_station,1996-03-28,2020-07-18,6.12,2026-01-17,False,0.3722,0.3003,
P00645,51821589,Personnel 0645,Constable,True,U005,border,static_station,1996-09-17,2019-10-09,6.9,2025-12-25,True,0.7572,0.2653,
P00646,68101376,Personnel 0646,Sub-Inspector,False,U014,urban_static,static_station,1991-08-02,2017-06-23,9.19,2025-05-06,False,0.3566,0.0834,
P00647,24899539,Personnel 0647,Assistant Commandant,False,U003,urban_static,static_station,1999-07-22,2023-01-02,3.66,2026-01-10,False,0.3722,0.3747,
P00648,65730479,Personnel 0648,Sub-Inspector,False,U006,border,field,1981-11-21,2005-03-14,21.47,2026-01-15,True,0.6739,0.8505,
P00649,33016278,Personnel 0649,Constable,True,U013,border,hard_area,2003-06-09,2024-09-04,1.99,2024-12-09,True,0.5538,0.7677,
P00650,15703360,Personnel 0650,Assistant Sub-Inspector,True,U009,training,static_station,1992-09-29,2018-03-09,8.48,2024-11-24,True,0.3855,0.6986,
P00651,84435027,Personnel 0651,Head Constable,True,U002,insurgency_affected,field,1991-10-10,2013-11-05,12.82,2024-03-28,True,0.782,0.4722,
P00652,73634710,Personnel 0652,Sub-Inspector,False,U003,urban_static,static_station,1997-08-05,2020-09-01,6.0,2024-06-17,False,0.3722,0.3117,
P00653,67630291,Personnel 0653,Assistant Commandant,False,U002,insurgency_affected,field,1987-08-05,2008-11-02,17.83,2024-11-25,False,0.782,0.7327,
P00654,70563838,Personnel 0654,Constable,True,U001,urban_static,static_station,1997-02-24,2020-05-03,6.33,2023-07-20,False,0.5535,0.558,
P00655,32306777,Personnel 0655,Constable,True,U014,urban_static,static_station,1986-07-11,2010-09-30,15.92,2026-01-12,True,0.3566,0.7351,
P00656,51863325,Personnel 0656,Assistant Sub-Inspector,True,U015,insurgency_affected,hard_area,2000-01-31,2024-01-09,2.64,2024-09-11,False,0.8363,0.351,
P00657,13850163,Personnel 0657,Head Constable,True,U004,urban_static,static_station,1991-12-30,2013-10-25,12.85,2025-10-31,False,0.4395,0.6169,
P00658,18587728,Personnel 0658,Inspector,False,U011,border,hard_area,1997-07-22,2023-12-23,2.69,2025-02-15,True,0.6385,0.4308,
P00659,47003549,Personnel 0659,Constable,True,U007,training,static_station,1990-05-23,2012-06-14,14.21,2025-11-07,False,0.2532,0.3404,
P00660,24358421,Personnel 0660,Assistant Sub-Inspector,True,U007,training,static_station,1983-08-13,2006-07-23,20.11,2025-03-03,False,0.2532,0.7351,training_cadre
P00661,24925772,Personnel 0661,Assistant Sub-Inspector,True,U001,urban_static,static_station,1987-09-11,2012-10-02,13.91,2024-01-07,False,0.5535,0.3129,
P00662,67540686,Personnel 0662,Constable,True,U016,border,hard_area,1994-04-14,2017-02-25,9.51,2025-08-10,False,0.7134,0.6667,
P00663,52308041,Personnel 0663,Head Constable,True,U002,insurgency_affected,field,1990-11-08,2013-07-29,13.09,2023-09-18,False,0.782,0.3826,
P00664,82260276,Personnel 0664,Head Constable,True,U004,urban_static,static_station,2002-06-16,2024-03-29,2.42,2024-04-29,False,0.4395,0.3427,
P00665,45722636,Personnel 0665,Constable,True,U002,insurgency_affected,field,1981-10-20,2005-09-04,20.99,2025-05-15,True,0.782,0.612,
P00666,94076159,Personnel 0666,Constable,True,U004,urban_static,static_station,1985-04-26,2007-11-24,18.77,2025-12-13,False,0.4395,0.466,
P00667,96280139,Personnel 0667,Head Constable,True,U008,border,field,1991-04-16,2017-06-10,9.23,2024-10-17,False,0.5738,0.5546,
P00668,60641029,Personnel 0668,Head Constable,True,U007,training,field,1996-05-12,2018-01-18,8.62,2024-08-29,True,0.2532,0.6223,
P00669,66715635,Personnel 0669,Constable,True,U008,border,hard_area,1987-10-12,2011-07-28,15.1,2026-02-14,True,0.5738,0.2377,
P00670,18549080,Personnel 0670,Deputy Commandant,False,U014,urban_static,field,1996-11-07,2019-02-05,7.57,2025-02-23,False,0.3566,0.5255,
P00671,39581349,Personnel 0671,Constable,True,U004,urban_static,static_station,1996-05-18,2020-09-08,5.98,2026-06-05,False,0.4395,0.4575,
P00672,29238784,Personnel 0672,Constable,True,U008,border,hard_area,2001-03-22,2024-01-29,2.59,2024-02-29,True,0.5738,0.5176,
P00673,83643819,Personnel 0673,Constable,True,U007,training,static_station,2003-02-20,2024-09-09,1.97,2024-10-10,False,0.2532,0.5668,
P00674,92807168,Personnel 0674,Head Constable,True,U009,training,static_station,1996-05-23,2017-06-20,9.2,2026-07-03,False,0.3855,0.1732,
P00675,25444630,Personnel 0675,Assistant Sub-Inspector,True,U002,insurgency_affected,field,1995-10-31,2017-05-09,9.31,2026-04-14,True,0.782,0.8208,
P00676,75777091,Personnel 0676,Constable,True,U010,insurgency_affected,field,1997-12-22,2022-04-06,4.4,2024-01-30,True,0.8355,0.5073,
P00677,74613804,Personnel 0677,Constable,True,U001,urban_static,static_station,1997-10-23,2023-02-26,3.51,2024-11-12,False,0.5535,0.5336,
P00678,95524346,Personnel 0678,Sub-Inspector,False,U005,border,field,1991-10-13,2015-03-25,11.44,2024-08-29,False,0.7572,0.8841,
P00679,78612036,Personnel 0679,Constable,True,U014,urban_static,static_station,1989-03-15,2010-08-21,16.03,2024-12-05,True,0.3566,0.5077,
P00680,42408306,Personnel 0680,Head Constable,True,U016,border,hard_area,2002-12-03,2025-08-21,1.03,2025-09-20,False,0.7134,0.5566,training_cadre
P00681,27607199,Personnel 0681,Assistant Sub-Inspector,True,U004,urban_static,static_station,1984-05-19,2006-10-07,19.9,2023-05-28,False,0.4395,0.0382,
P00682,42705649,Personnel 0682,Inspector,False,U010,insurgency_affected,hard_area,1983-06-06,2009-09-12,16.97,2025-10-07,True,0.8355,0.669,
P00683,87357772,Personnel 0683,Head Constable,True,U008,border,hard_area,2002-11-16,2025-10-31,0.83,2026-02-26,True,0.5738,0.2957,planned_surge
P00684,15991673,Personnel 0684,Head Constable,True,U010,insurgency_affected,hard_area,1998-08-17,2023-10-12,2.89,2024-06-27,True,0.8355,0.7237,
P00685,85535187,Personnel 0685,Assistant Sub-Inspector,True,U003,urban_static,static_station,2000-01-29,2024-07-13,2.13,2025-01-10,False,0.3722,0.4865,
P00686,51373825,Personnel 0686,Constable,True,U016,border,hard_area,1996-08-18,2023-01-17,3.62,2025-05-12,False,0.7134,0.7423,
P00687,37863661,Personnel 0687,Assistant Sub-Inspector,True,U005,border,hard_area,2001-09-24,2022-12-05,3.74,2026-05-04,False,0.7572,0.6435,course_attendee
P00688,11568852,Personnel 0688,Assistant Sub-Inspector,True,U007,training,static_station,1987-05-08,2011-12-07,14.73,2025-12-28,False,0.2532,0.5972,
P00689,35933054,Personnel 0689,Inspector,False,U006,border,field,1987-10-09,2009-12-17,16.7,2025-04-13,True,0.6739,0.439,
P00690,61846306,Personnel 0690,Sub-Inspector,False,U015,insurgency_affected,hard_area,1990-06-26,2013-02-21,13.52,2023-09-09,True,0.8363,0.609,
P00691,55524060,Personnel 0691,Constable,True,U001,urban_static,static_station,2001-02-03,2025-04-24,1.35,2025-05-24,False,0.5535,0.5998,
P00692,60171383,Personnel 0692,Head Constable,True,U007,training,field,1998-03-03,2019-08-26,7.02,2024-10-19,True,0.2532,0.396,
P00693,80815863,Personnel 0693,Constable,True,U013,border,hard_area,1995-11-28,2019-07-04,7.16,2023-03-30,False,0.5538,0.8229,
P00694,89534796,Personnel 0694,Head Constable,True,U009,training,static_station,1997-01-24,2022-10-08,3.9,2026-07-30,False,0.3855,0.4234,
P00695,24608988,Personnel 0695,Assistant Sub-Inspector,True,U015,insurgency_affected,hard_area,1995-02-14,2017-01-28,9.59,2024-10-07,True,0.8363,0.413,
P00696,60855116,Personnel 0696,Constable,True,U007,training,static_station,1995-11-30,2018-09-15,7.96,2025-07-02,False,0.2532,0.4849,
P00697,74336135,Personnel 0697,Sub-Inspector,False,U004,urban_static,static_station,1991-08-02,2018-06-13,8.22,2024-09-17,False,0.4395,0.6703,
P00698,78046161,Personnel 0698,Constable,True,U003,urban_static,static_station,1990-08-24,2014-06-10,12.22,2024-09-28,True,0.3722,0.5773,
P00699,38433928,Personnel 0699,Constable,True,U004,urban_static,static_station,2000-08-02,2024-12-05,1.74,2025-04-05,False,0.4395,0.9449,
P00700,16273094,Personnel 0700,Constable,True,U003,urban_static,static_station,2002-08-19,2024-09-12,1.97,2024-10-12,False,0.3722,0.4882,
P00701,59758835,Personnel 0701,Constable,True,U012,insurgency_affected,hard_area,1985-06-09,2010-11-28,15.76,2024-09-07,False,0.7195,0.5675,
P00702,89515007,Personnel 0702,Head Constable,True,U003,urban_static,static_station,1997-06-16,2018-11-24,7.77,2024-12-20,True,0.3722,0.601,
P00703,55813180,Personnel 0703,Constable,True,U014,urban_static,static_station,1985-03-22,2007-12-02,18.75,2026-04-17,False,0.3566,0.531,
P00704,62425471,Personnel 0704,Sub-Inspector,False,U001,urban_static,field,1983-12-19,2010-06-20,16.2,2026-03-07,False,0.5535,0.2985,recent_return
P00705,31813801,Personnel 0705,Constable,True,U003,urban_static,static_station,1990-07-12,2015-12-29,10.67,2025-10-13,False,0.3722,0.5808,
P00706,17473394,Personnel 0706,Head Constable,True,U010,insurgency_affected,hard_area,1995-05-30,2021-11-05,4.82,2025-02-26,True,0.8355,0.7096,
P00707,67658232,Personnel 0707,Head Constable,True,U002,insurgency_affected,hard_area,1994-12-28,2020-03-25,6.43,2026-04-12,False,0.782,0.6601,
P00708,77159189,Personnel 0708,Assistant Sub-Inspector,True,U004,urban_static,field,1999-10-20,2021-07-06,5.15,2024-04-20,False,0.4395,0.7693,
P00709,24426322,Personnel 0709,Constable,True,U005,border,field,2000-10-18,2022-03-15,4.46,2025-11-30,True,0.7572,0.4151,
P00710,57872414,Personnel 0710,Head Constable,True,U003,urban_static,static_station,1998-09-17,2019-12-16,6.71,2024-02-03,True,0.3722,0.7986,
P00711,25891771,Personnel 0711,Constable,True,U003,urban_static,static_station,1990-01-27,2013-03-16,13.46,2024-11-03,False,0.3722,0.4887,
P00712,25244643,Personnel 0712,Assistant Commandant,False,U015,insurgency_affected,hard_area,1986-02-23,2010-02-08,16.56,2026-05-08,True,0.8363,0.5204,
P00713,75755325,Personnel 0713,Assistant Sub-Inspector,True,U008,border,hard_area,1999-02-15,2024-12-23,1.69,2026-01-08,True,0.5738,0.6417,
P00714,18399960,Personnel 0714,Assistant Commandant,False,U015,insurgency_affected,field,1996-06-25,2021-09-04,4.99,2025-06-17,True,0.8363,0.504,
P00715,89581572,Personnel 0715,Constable,True,U004,urban_static,static_station,2004-07-03,2025-11-21,0.78,2026-06-18,True,0.4395,0.6927,
P00716,10365764,Personnel 0716,Head Constable,True,U007,training,static_station,1983-12-16,2009-11-14,16.8,2025-07-02,True,0.2532,0.5373,
P00717,32388934,Personnel 0717,Sub-Inspector,False,U010,insurgency_affected,hard_area,1991-09-10,2012-12-06,13.74,2026-02-24,True,0.8355,0.4168,
P00718,93708387,Personnel 0718,Constable,True,U001,urban_static,static_station,1992-04-13,2018-01-19,8.62,2026-04-11,False,0.5535,0.7033,training_cadre
P00719,42300193,Personnel 0719,Constable,True,U010,insurgency_affected,field,1996-09-01,2022-05-28,4.26,2023-11-26,True,0.8355,0.4751,
P00720,58143007,Personnel 0720,Constable,True,U009,training,static_station,1996-05-14,2020-12-02,5.75,2023-10-08,False,0.3855,0.5641,
P00721,49178880,Personnel 0721,Assistant Sub-Inspector,True,U010,insurgency_affected,hard_area,1978-10-03,2003-09-25,22.93,2023-12-17,True,0.8355,0.5182,
P00722,14650514,Personnel 0722,Assistant Sub-Inspector,True,U001,urban_static,field,1992-08-31,2019-07-30,7.09,2024-10-21,False,0.5535,0.6092,
P00723,38377174,Personnel 0723,Inspector,False,U007,training,static_station,1992-06-29,2017-12-19,8.7,2026-06-25,False,0.2532,0.4514,
P00724,32625900,Personnel 0724,Head Constable,True,U011,border,static_station,2002-06-23,2024-12-13,1.71,2025-03-05,True,0.6385,0.5242,
P00725,80542069,Personnel 0725,Constable,True,U003,urban_static,static_station,2003-05-15,2025-09-07,0.98,2025-10-07,False,0.3722,0.3238,
P00726,86821812,Personnel 0726,Constable,True,U001,urban_static,static_station,2001-09-25,2024-04-22,2.36,2024-10-25,False,0.5535,0.6561,
P00727,24093982,Personnel 0727,Sub-Inspector,False,U006,border,field,1996-01-26,2022-12-12,3.72,2024-01-23,False,0.6739,0.1527,
P00728,76242879,Personnel 0728,Head Constable,True,U015,insurgency_affected,hard_area,1996-12-17,2021-11-06,4.82,2025-07-03,True,0.8363,0.6078,
P00729,36928327,Personnel 0729,Assistant Sub-Inspector,True,U004,urban_static,static_station,1994-02-18,2020-11-21,5.77,2024-11-02,False,0.4395,0.6275,
P00730,54152239,Personnel 0730,Constable,True,U009,training,static_station,1991-08-15,2015-12-27,10.68,2024-10-24,True,0.3855,0.3486,
P00731,46269708,Personnel 0731,Sub-Inspector,False,U003,urban_static,static_station,2002-06-19,2025-06-30,1.17,2025-07-31,False,0.3722,0.5777,
P00732,61714015,Personnel 0732,Sub-Inspector,False,U009,training,static_station,1992-06-16,2013-11-12,12.8,2025-10-24,True,0.3855,0.5128,
P00733,50322679,Personnel 0733,Constable,True,U001,urban_static,static_station,2003-02-20,2025-08-01,1.08,2025-08-31,False,0.5535,0.6,
P00734,12791059,Personnel 0734,Constable,True,U006,border,field,2002-02-16,2023-06-15,3.21,2026-02-20,True,0.6739,0.3907,
P00735,55575017,Personnel 0735,Constable,True,U014,urban_static,static_station,2003-12-05,2025-11-14,0.8,2026-01-15,False,0.3566,0.5955,
P00736,50236289,Personnel 0736,Constable,True,U002,insurgency_affected,field,1993-09-27,2019-01-16,7.62,2025-07-12,False,0.782,0.5445,
P00737,81110066,Personnel 0737,Assistant Sub-Inspector,True,U009,training,static_station,1987-05-17,2012-02-18,14.53,2025-09-11,True,0.3855,0.3632,
P00738,55170118,Personnel 0738,Inspector,False,U001,urban_static,static_station,1986-06-04,2011-12-28,14.68,2024-08-07,False,0.5535,0.4524,
P00739,96404733,Personnel 0739,Constable,True,U014,urban_static,static_station,1990-05-24,2016-02-15,10.54,2025-09-26,False,0.3566,0.3905,
P00740,52415090,Personnel 0740,Assistant Sub-Inspector,True,U007,training,static_station,1995-08-13,2018-09-25,7.93,2025-08-27,True,0.2532,0.486,
P00741,58151076,Personnel 0741,Sub-Inspector,False,U014,urban_static,static_station,1996-12-26,2021-03-13,5.47,2025-09-04,True,0.3566,0.5119,
P00742,76270492,Personnel 0742,Constable,True,U015,insurgency_affected,hard_area,1995-07-18,2018-03-10,8.48,2025-02-01,True,0.8363,0.1337,
P00743,59357365,Personnel 0743,Constable,True,U016,border,static_station,1984-07-05,2010-02-24,16.52,2025-08-10,False,0.7134,0.5791,
P00744,12309879,Personnel 0744,Assistant Sub-Inspector,True,U015,insurgency_affected,hard_area,2000-09-11,2025-06-02,1.25,2026-07-18,True,0.8363,0.4556,
P00745,11640451,Personnel 0745,Commandant,False,U001,urban_static,static_station,1996-07-27,2019-02-03,7.57,2023-07-27,False,0.5535,0.6585,
P00746,58726346,Personnel 0746,Constable,True,U015,insurgency_affected,hard_area,1985-10-04,2011-12-27,14.68,2024-05-04,True,0.8363,0.6283,
P00747,11913908,Personnel 0747,Head Constable,True,U007,training,static_station,1994-05-24,2019-08-03,7.08,2024-05-14,False,0.2532,0.0721,
P00748,87455341,Personnel 0748,Constable,True,U006,border,field,1993-06-12,2018-07-18,8.12,2024-09-18,False,0.6739,0.3634,
P00749,33045109,Personnel 0749,Constable,True,U007,training,static_station,1996-06-25,2019-11-01,6.83,2024-01-26,False,0.2532,0.3842,
P00750,37470450,Personnel 0750,Head Constable,True,U003,urban_static,field,1999-02-18,2024-08-14,2.05,2026-02-07,True,0.3722,0.4247,
P00751,48504370,Personnel 0751,Head Constable,True,U007,training,static_station,1980-11-17,2003-04-03,23.41,2024-12-13,False,0.2532,0.5863,
